,Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,team
4044,159,Sep 30,False,ARI,"W,5-4",37,34,5,10,3,0,1,5,2,1,6,0,0,1,0,0,0,0,0.25,0.33,0.442,0.772,7,20,L,M.Bumgarner(39),SFG
4045,160,Oct 1,False,SDP,"W,3-0",35,30,3,6,1,0,1,3,4,0,8,0,0,1,1,0,0,0,0.249,0.329,0.441,0.771,8,15,R,P.Avila(50),SFG
4046,161,Oct 2,False,SDP,"L,2-3",36,35,2,5,1,0,1,2,0,0,11,1,0,0,0,0,0,0,0.249,0.329,0.44,0.769,4,19,R,J.Musgrove(61),SFG
4047,162,Oct 3,False,SDP,"W,11-4",40,33,11,10,2,0,1,11,6,0,6,0,0,1,0,0,0,0,0.249,0.329,0.44,0.769,5,12,R,R.Knehr(45),SFG
4048,1,Apr 1,True,CIN,"W,11-6",41,37,11,10,2,0,2,9,3,0,7,1,0,0,0,1,0,0,0.27,0.341,0.486,0.828,3,15,R,L.Castillo(6),STL
4049,2,Apr 3,True,CIN,"L,6-9",40,34,6,7,0,0,3,5,5,0,13,0,0,1,1,0,0,0,0.239,0.321,0.479,0.8,7,16,R,T.Mahle(56),STL
4050,3,Apr 4,True,CIN,"L,1-12",33,30,1,5,2,0,0,1,2,0,9,1,0,0,0,2,0,0,0.218,0.298,0.406,0.704,5,17,R,J.Hoffman(63),STL
4051,4,Apr 5,True,MIA,"W,4-1",35,31,4,5,1,0,1,3,4,0,14,0,0,0,0,0,0,1,0.205,0.289,0.379,0.667,4,14,L,T.Rogers(50),STL
4052,5,Apr 6,True,MIA,"W,4-2",38,33,4,6,0,0,1,3,4,1,12,0,0,1,1,0,1,0,0.2,0.283,0.358,0.641,7,17,R,S.Alcantara(62),STL
4053,6,Apr 7,True,MIA,"W,7-0",39,34,7,8,0,0,2,7,4,0,9,1,0,0,0,1,1,0,0.206,0.292,0.367,0.659,5,13,R,P.Lopez(64),STL
4054,7,Apr 8,False,MIL,"W,3-1",32,29,3,5,1,1,1,3,2,1,12,1,0,0,0,0,0,0,0.202,0.287,0.368,0.655,5,15,R,C.Burnes(79),STL
4055,8,Apr 10,False,MIL,"L,5-9",42,36,5,11,1,0,1,3,5,0,7,1,0,0,1,2,0,0,0.216,0.303,0.375,0.678,10,18,R,A.Houser(52),STL
4056,9,Apr 11,False,MIL,"L,3-9",38,33,3,8,2,0,0,3,4,0,3,1,0,0,0,1,0,0,0.219,0.308,0.367,0.675,8,15,L,B.Anderson(52),STL
4057,10,Apr 12,False,WSN,"L,2-5",36,31,2,6,0,0,1,2,3,0,11,0,2,0,0,0,1,0,0.216,0.304,0.36,0.664,7,17,R,E.Fedde(59),STL
4058,11,Apr 13,False,WSN,"W,14-3",46,37,14,15,0,0,3,13,7,2,7,0,0,2,1,1,0,0,0.236,0.323,0.389,0.712,8,16,R,S.Strasburg(14),STL
4059,12,Apr 14,False,WSN,"L,0-6",34,30,0,4,2,0,0,0,3,0,8,1,0,0,0,1,0,0,0.228,0.316,0.375,0.691,7,17,R,J.Ross(68),STL
4060,13,Apr 16,True,PHI,"L,2-9",32,32,2,6,1,0,1,2,0,0,7,0,0,0,0,1,0,0,0.225,0.308,0.37,0.678,3,14,R,Z.Eflin(63),STL
4061,14,Apr 17,True,PHI,"W,9-4",45,37,9,11,2,0,4,8,8,1,11,0,0,0,1,1,0,1,0.231,0.318,0.394,0.712,9,17,L,M.Moore(26),STL
4062,15,Apr 18,True,PHI,"L,0-2",30,30,0,2,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0.221,0.304,0.374,0.679,3,14,R,A.Nola(93),STL
4063,16,Apr 19,True,WSN,"W,12-5",43,36,12,12,2,1,5,12,3,1,8,2,2,0,0,0,0,0,0.228,0.312,0.408,0.719,4,13,R,J.Ross(9),STL
4064,17,Apr 20,True,WSN,"L,2-3",33,31,2,6,2,1,0,2,1,0,7,0,0,1,0,1,0,0,0.226,0.306,0.403,0.709,4,14,L,P.Corbin(69),STL
4065,18,Apr 21,True,WSN,"L,0-1",36,31,0,6,2,0,0,0,4,0,13,1,0,0,0,1,0,1,0.225,0.306,0.395,0.702,9,14,R,M.Scherzer(72),STL
4066,19,Apr 23,False,CIN,"W,5-4",34,30,5,6,2,0,1,5,4,0,12,0,0,0,0,0,1,0,0.223,0.306,0.394,0.7,5,17,R,S.Gray(32),STL
4067,20,Apr 24,False,CIN,"W,2-0",34,32,2,7,1,0,0,2,2,0,2,0,0,0,2,1,0,0,0.223,0.304,0.387,0.691,8,12,L,W.Miley(54),STL
4068,21,Apr 25,False,CIN,"W,5-2",33,31,5,9,1,0,2,5,1,0,5,0,1,0,0,1,1,0,0.226,0.304,0.393,0.697,4,13,R,L.Castillo(41),STL
4069,22,Apr 26,False,PHI,"L,1-2",31,28,1,2,0,0,0,1,3,0,9,0,0,0,0,1,0,0,0.22,0.299,0.38,0.679,3,10,R,Z.Wheeler(82),STL
4070,23,Apr 27,False,PHI,"W,5-2",36,36,5,12,4,0,0,5,0,0,10,0,0,0,0,0,0,0,0.226,0.3,0.383,0.683,7,14,R,Z.Eflin(44),STL
4071,24,Apr 28,False,PHI,"L,3-5",36,33,3,8,1,0,2,3,3,1,8,0,0,0,0,2,1,0,0.226,0.3,0.386,0.687,6,16,R,V.Velasquez(44),STL
4072,25,Apr 29,False,PHI,"W,4-3",34,31,4,4,1,0,1,3,2,2,11,1,0,0,1,1,0,1,0.223,0.297,0.381,0.678,2,15,R,A.Nola(58),STL
4073,26,Apr 30,True,PIT,"W,7-3",40,36,7,10,3,0,2,6,1,0,10,2,1,0,1,1,1,0,0.225,0.298,0.388,0.686,6,15,R,J.Brubaker(48),STL
4074,27,May 1,True,PIT,"W,12-5",47,43,12,15,4,1,2,12,4,0,7,0,0,0,0,0,1,0,0.231,0.303,0.399,0.703,8,15,R,T.Cahill(36),STL
4075,28,May 2,True,PIT,"W,3-0",37,30,3,4,2,0,1,3,6,1,4,1,0,0,0,0,0,0,0.228,0.303,0.396,0.699,7,11,R,W.Crowe(47),STL
4076,29,May 3,False,NYM,"W,6-5",33,30,6,9,3,1,2,6,2,0,5,0,0,1,0,2,0,0,0.23,0.304,0.404,0.709,3,14,L,J.Lucchesi(20),STL
4077,30,May 5 (1),False,NYM,"W,4-1",29,28,4,8,1,0,2,4,1,0,8,0,0,0,2,0,1,0,0.232,0.304,0.408,0.712,7,15,R,M.Stroman(46),STL
4078,31,May 5 (2),False,NYM,"L,2-7",33,31,2,11,2,0,0,2,1,0,2,1,0,0,0,0,1,0,0.235,0.307,0.409,0.715,10,15,R,M.Castro(51),STL
4079,32,May 6,False,NYM,"L,1-4",31,30,1,3,0,0,0,1,0,0,10,0,0,1,0,0,0,0,0.232,0.301,0.4,0.701,3,16,R,T.Walker(81),STL
4080,33,May 7,False,COL,"W,5-0",34,33,5,8,1,0,2,5,1,0,9,0,0,0,1,0,0,0,0.232,0.3,0.401,0.702,5,12,L,A.Gomber(42),STL
4081,34,May 8,False,COL,"W,9-8",41,33,9,12,2,0,1,9,6,1,4,1,0,1,0,2,2,0,0.236,0.306,0.405,0.71,8,14,R,C.Gonzalez(18),STL
4082,35,May 9,False,COL,"W,2-0",35,31,2,8,2,0,1,2,3,2,7,0,1,0,1,0,0,0,0.236,0.306,0.405,0.711,9,11,R,G.Marquez(57),STL
4083,36,May 11,True,MIL,"W,6-1",44,38,6,5,1,0,2,6,3,0,9,2,0,1,1,0,1,0,0.233,0.304,0.402,0.706,5,18,R,F.Peralta(82),STL
4084,37,May 12,True,MIL,"L,1-4",33,30,1,4,1,0,1,1,2,0,12,0,1,0,1,0,0,1,0.231,0.301,0.399,0.7,5,14,R,B.Woodruff(78),STL
4085,38,May 13,True,MIL,"W,2-0",41,33,2,8,0,0,0,1,8,1,11,0,0,0,0,0,4,0,0.231,0.303,0.395,0.698,12,15,R,C.Burnes(61),STL
4086,39,May 14,True,SDP,"L,4-5",41,34,4,10,2,0,2,4,4,1,10,2,0,1,0,2,0,0,0.233,0.306,0.398,0.704,10,16,R,J.Musgrove(54),STL
4087,40,May 15,True,SDP,"L,3-13",37,32,3,6,0,0,3,3,3,0,7,2,0,0,0,1,0,0,0.231,0.306,0.4,0.706,7,17,R,C.Paddack(53),STL
4088,41,May 16,True,SDP,"L,3-5",37,35,3,8,2,0,1,2,2,0,3,0,0,0,1,1,1,0,0.231,0.305,0.399,0.704,7,17,L,R.Weathers(46),STL
4089,42,May 18,False,PIT,"W,5-2",38,34,5,11,1,0,1,5,3,0,5,0,1,0,0,0,0,0,0.234,0.307,0.4,0.707,9,14,R,J.Brubaker(33),STL
4090,43,May 19,False,PIT,"W,8-5",43,32,8,10,2,0,0,8,8,0,9,1,0,2,1,1,3,0,0.235,0.31,0.4,0.71,11,15,R,T.Cahill(33),STL
4091,44,May 21,False,CHC,"L,3-12",37,36,3,9,2,0,0,3,1,1,7,0,0,0,1,1,0,0,0.236,0.309,0.397,0.707,7,18,R,K.Hendricks(55),STL
4092,45,May 22,False,CHC,"W,2-1",30,30,2,6,1,1,1,2,0,0,7,0,0,0,0,0,1,0,0.235,0.307,0.397,0.705,4,14,R,A.Alzolay(65),STL
4093,46,May 23,False,CHC,"L,1-2",42,35,1,6,4,0,0,1,6,0,7,0,0,1,0,0,0,0,0.234,0.307,0.395,0.702,11,13,R,Z.Davies(59),STL
4094,47,May 24,True,CHW,"L,1-5",35,31,1,4,0,0,0,0,3,0,7,1,0,0,1,0,2,1,0.231,0.305,0.389,0.695,7,10,R,L.Lynn(72),STL
4095,48,May 25,True,CHW,"L,3-8",37,34,3,10,4,0,0,2,2,0,8,0,0,1,1,2,0,0,0.233,0.306,0.39,0.696,7,9,R,L.Giolito(59),STL
4096,49,May 26,True,CHW,"W,4-0",36,32,4,5,1,0,2,4,2,0,14,2,0,0,0,0,1,0,0.231,0.305,0.39,0.694,5,9,L,C.Rodon(76),STL
4097,50,May 27,True,ARI,"W,5-4",43,40,5,9,3,0,1,5,2,0,11,1,0,0,0,0,0,0,0.231,0.304,0.389,0.693,8,16,R,J.Duplantier(37),STL
4098,51,May 28,True,ARI,"W,8-6",41,33,8,6,3,0,2,8,6,1,7,0,0,2,1,0,2,0,0.23,0.304,0.391,0.694,6,13,L,M.Bumgarner(26),STL
4099,52,May 29,True,ARI,"W,7-4",42,35,7,10,4,0,1,7,5,0,7,2,0,0,1,1,0,2,0.231,0.306,0.393,0.698,8,15,R,S.Frankoff(26),STL
4100,53,May 30,True,ARI,"L,2-9",36,35,2,10,3,0,1,2,1,0,10,0,0,0,0,1,0,0,0.232,0.306,0.394,0.7,7,14,R,M.Peacock(58),STL
4101,54,May 31,True,LAD,"L,4-9",33,32,4,5,1,0,3,4,1,0,7,0,0,0,2,1,0,1,0.231,0.304,0.395,0.699,2,15,R,T.Bauer(54),STL
4102,55,Jun 1,True,LAD,"W,3-2",37,36,3,8,2,0,0,3,1,0,13,0,0,0,1,0,1,0,0.231,0.303,0.393,0.696,7,13,L,D.Price(39),STL
4103,56,Jun 2,True,LAD,"L,3-14",37,35,3,7,1,0,2,3,2,1,12,0,0,0,1,0,0,0,0.23,0.302,0.393,0.695,7,16,R,W.Buehler(52),STL
4104,57,Jun 3,False,CIN,"L,2-4",37,31,2,6,0,0,0,2,5,0,8,0,1,0,0,1,1,0,0.23,0.302,0.39,0.691,8,13,R,V.Guti\xE9rrez(53),STL
4105,58,Jun 4,False,CIN,"L,4-6",39,35,4,7,3,0,1,4,4,0,11,0,0,0,1,0,0,0,0.229,0.301,0.389,0.691,8,15,R,L.Castillo(66),STL
4106,59,Jun 5,False,CIN,"L,2-5",35,34,2,7,3,1,0,2,1,0,10,0,0,0,0,0,0,0,0.229,0.3,0.389,0.689,6,15,R,T.Mahle(66),STL
4107,60,Jun 6,False,CIN,"L,7-8",43,39,7,14,3,0,1,7,4,0,12,0,0,0,0,0,1,0,0.231,0.302,0.391,0.694,9,16,L,W.Miley(65),STL
4108,61,Jun 8,False,CLE,"L,1-10",37,33,1,6,0,0,0,1,3,0,11,1,0,0,0,0,0,0,0.23,0.302,0.388,0.69,9,17,R,S.Bieber(61),STL
4109,62,Jun 9,False,CLE,"W,8-2",40,34,8,10,3,0,3,8,4,0,11,2,0,0,0,0,1,0,0.232,0.304,0.392,0.696,8,13,R,J.Mejia(29),STL
4110,63,Jun 11,True,CHC,"L,5-8",38,34,5,9,1,0,0,5,3,0,8,1,0,0,0,1,0,0,0.232,0.304,0.39,0.695,6,16,R,K.Stewart(31),STL
4111,64,Jun 12,True,CHC,"L,2-7",36,32,2,5,1,0,2,2,4,0,4,0,0,0,0,0,0,0,0.231,0.303,0.39,0.694,7,18,R,K.Hendricks(59),STL
4112,65,Jun 13,True,CHC,"L,0-2",32,28,0,2,1,0,0,0,3,0,9,0,1,0,1,0,0,0,0.229,0.302,0.387,0.688,5,11,R,Z.Davies(74),STL
4113,66,Jun 14,False,MIA,"W,4-2",35,31,4,10,3,0,0,4,3,1,4,0,1,0,0,1,0,0,0.23,0.303,0.387,0.69,7,13,L,B.Garrett(43),STL
4114,67,Jun 15,False,MIA,"W,2-1",29,28,2,6,0,0,1,2,1,0,9,0,0,0,0,1,2,1,0.23,0.302,0.386,0.688,3,14,L,T.Rogers(67),STL
4115,68,Jun 16,False,MIA,"W,1-0",32,30,1,6,0,0,0,1,1,0,7,1,0,0,1,2,1,1,0.23,0.301,0.384,0.685,6,12,R,S.Alcantara(75),STL
4116,69,Jun 17,True,ATL,"L,0-4",31,29,0,3,0,0,0,0,0,0,9,2,0,0,0,1,0,0,0.228,0.3,0.38,0.68,4,13,R,C.Morton(80),STL
4117,70,Jun 18,True,ATL,"L,1-9",31,28,1,3,1,0,0,1,3,0,6,0,0,0,0,1,0,1,0.226,0.298,0.377,0.676,3,14,L,M.Fried(73),STL
4118,71,Jun 20 (1),True,ATL,"W,9-1",36,32,9,12,3,0,2,9,3,0,6,0,0,1,0,0,1,0,0.229,0.3,0.381,0.681,6,9,R,B.Wilson(30),STL
4119,72,Jun 20 (2),True,ATL,"L,0-1",26,23,0,2,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0.227,0.299,0.378,0.677,5,12,L,D.Smyly(69),STL
4120,73,Jun 22,True,DET,"L,2-8",38,32,2,6,0,0,0,2,4,0,6,1,0,1,0,0,0,0,0.227,0.299,0.376,0.674,9,9,L,T.Skubal(50),STL
4121,74,Jun 23,True,DET,"L,2-6",35,33,2,7,1,1,1,2,2,0,5,0,0,0,0,1,0,0,0.226,0.298,0.376,0.674,6,9,R,M.Manning(50),STL
4122,75,Jun 24,False,PIT,"L,2-8",35,29,2,4,0,0,0,2,5,0,4,1,0,0,0,2,0,0,0.225,0.298,0.373,0.671,6,15,R,C.Kuhl(61),STL
4123,76,Jun 25,False,PIT,"L,4-5",43,36,4,9,2,0,2,4,6,0,7,1,0,0,0,0,1,0,0.226,0.299,0.374,0.674,12,17,R,W.Crowe(35),STL
4124,77,Jun 26,False,PIT,"W,3-1",33,29,3,6,1,0,2,3,4,0,4,0,0,0,0,0,1,1,0.225,0.299,0.375,0.675,6,13,R,J.Brubaker(49),STL
4125,78,Jun 27,False,PIT,"L,2-7",32,29,2,3,2,0,0,2,2,0,6,0,0,1,0,0,0,0,0.224,0.298,0.373,0.671,3,14,R,M.Kranick(70),STL
4126,79,Jun 28,False,ARI,"W,7-1",37,33,7,10,3,1,1,7,1,0,5,1,2,0,1,0,0,0,0.225,0.298,0.375,0.673,6,18,R,J.Faria(55),STL
4127,80,Jun 29,False,ARI,"W,3-2",36,30,3,6,0,0,1,3,4,0,9,2,0,0,0,0,1,0,0.225,0.299,0.374,0.673,9,14,L,C.Smith(56),STL
4128,81,Jun 30,False,ARI,"W,7-4",38,35,7,12,5,0,0,7,1,0,3,0,1,0,0,0,1,0,0.226,0.299,0.376,0.675,7,15,R,R.Smith(30),STL
4129,82,Jul 1,True,COL,"L,2-5",35,32,2,7,1,1,1,2,1,0,7,0,2,0,0,1,0,0,0.226,0.299,0.376,0.675,6,11,R,A.Senzatela(60),STL
4130,83,Jul 2,True,COL,"W,9-3",45,40,9,12,2,0,2,9,4,1,4,1,0,0,0,1,2,0,0.227,0.3,0.378,0.678,6,16,R,C.Gonzalez(56),STL
4131,84,Jul 3,True,COL,"L,2-3",38,33,2,7,4,0,0,2,5,0,8,0,0,0,0,0,0,1,0.227,0.3,0.377,0.678,9,14,L,K.Freeland(66),STL
4132,85,Jul 4,True,COL,"L,2-3",36,33,2,7,0,0,1,2,2,0,12,1,0,0,0,1,2,0,0.227,0.3,0.377,0.676,7,16,R,G.Marquez(64),STL
4133,86,Jul 5,True,SFG,"W,5-3",38,31,5,7,0,1,0,5,4,0,8,1,1,1,0,0,0,0,0.227,0.3,0.376,0.676,6,14,R,K.Gausman(69),STL
4134,87,Jul 6,True,SFG,"W,6-5",40,37,6,13,1,0,2,6,1,0,11,0,2,0,0,1,1,0,0.229,0.301,0.378,0.679,7,16,R,J.Cueto(44),STL
4135,88,Jul 7,True,SFG,"L,2-5",35,33,2,7,3,0,0,2,2,0,7,0,0,0,0,1,0,0,0.228,0.301,0.377,0.677,6,17,L,A.Wood(71),STL
4136,89,Jul 9,True,CHC,"L,5-10",42,38,5,10,3,0,1,5,3,0,5,1,0,0,0,0,0,0,0.229,0.301,0.377,0.678,10,20,R,K.Hendricks(51),STL
4137,90,Jul 10,True,CHC,"W,6-0",42,38,6,11,0,0,3,6,3,0,7,0,1,0,1,0,2,0,0.23,0.301,0.379,0.681,9,14,R,Z.Davies(38),STL
4138,91,Jul 16,False,SFG,"L,2-7",42,37,2,11,0,0,1,2,4,0,9,0,1,0,0,0,0,0,0.231,0.302,0.379,0.682,13,15,R,L.Webb(49),STL
4139,92,Jul 17,False,SFG,"W,3-1",31,31,3,7,1,0,2,3,0,0,4,0,0,0,0,0,0,0,0.23,0.302,0.38,0.682,4,14,R,A.DeSclafani(54),STL
4140,93,Jul 18,False,SFG,"W,2-1",31,29,2,5,1,0,1,2,2,0,8,0,0,0,0,0,0,0,0.23,0.301,0.379,0.68,5,15,R,J.Cueto(63),STL
4141,94,Jul 19,False,CHC,"W,8-3",38,34,8,10,0,0,2,7,2,0,10,1,1,0,2,2,0,0,0.231,0.301,0.38,0.682,6,14,R,A.Mills(42),STL
4142,95,Jul 20,False,CHC,"L,6-7",38,37,6,10,2,0,3,6,1,0,11,0,0,0,1,1,2,0,0.231,0.301,0.383,0.684,5,18,R,T.Williams(39),STL
4143,96,Jul 21,False,CHC,"W,3-2",41,38,3,12,3,0,0,3,2,0,9,0,1,0,0,0,0,1,0.232,0.302,0.383,0.685,10,15,R,K.Hendricks(52),STL
4144,97,Jul 22,False,CHC,"W,3-2",34,28,3,5,2,0,2,3,5,0,9,1,0,0,0,0,0,1,0.232,0.302,0.384,0.686,7,13,R,A.Alzolay(57),STL
4145,98,Jul 23,True,CIN,"L,5-6",41,33,5,9,2,0,2,5,5,0,13,1,1,1,0,1,1,0,0.232,0.303,0.385,0.688,9,18,R,T.Mahle(50),STL
4146,99,Jul 24,True,CIN,"L,3-5",39,35,3,9,3,0,0,3,4,1,9,0,0,0,1,2,0,0,0.232,0.303,0.384,0.688,9,14,R,L.Castillo(69),STL
4147,100,Jul 25,True,CIN,"W,10-6",45,38,10,12,2,1,4,9,6,0,10,1,0,0,0,1,0,0,0.233,0.305,0.389,0.693,8,17,R,S.Gray(14),STL
4148,101,Jul 27,True,CLE,"W,4-2",38,34,4,8,3,0,2,4,4,0,8,0,0,0,0,0,2,0,0.233,0.305,0.39,0.694,7,10,R,C.Quantrill(64),STL
4149,102,Jul 28,True,CLE,"L,2-7",36,34,2,7,0,0,1,2,1,0,11,1,0,0,0,0,0,0,0.233,0.304,0.389,0.693,7,10,R,Z.Plesac(48),STL
4150,103,Jul 30,False,MIN,"W,5-1",33,29,5,8,2,0,0,5,3,0,4,0,0,1,0,1,2,0,0.233,0.304,0.388,0.693,4,13,R,G.Jax(59),STL
4151,104,Jul 31,False,MIN,"L,1-8",34,30,1,5,0,0,0,1,3,0,14,1,0,0,0,2,0,0,0.233,0.304,0.386,0.691,6,18,R,B.Ober(55),STL
4152,105,Aug 1,False,MIN,"W,7-3",39,33,7,12,4,0,1,5,3,1,6,0,2,1,1,0,3,0,0.234,0.305,0.388,0.693,8,12,R,M.Pineda(44),STL
4153,106,Aug 3,False,ATL,"L,1-6",34,33,1,8,1,0,0,1,1,0,8,0,0,0,0,2,0,0,0.234,0.305,0.387,0.692,6,14,L,M.Fried(70),STL
4154,107,Aug 4,False,ATL,"L,4-7",38,33,4,7,1,0,1,4,2,0,7,2,0,1,0,0,2,0,0.234,0.305,0.387,0.691,7,17,L,D.Smyly(39),STL
4155,108,Aug 5,False,ATL,"L,4-8",37,33,4,8,1,0,1,3,3,0,5,1,0,0,0,1,0,0,0.234,0.305,0.386,0.691,6,17,R,T.Toussaint(49),STL
4156,109,Aug 6,False,KCR,"W,4-2",35,31,4,9,2,0,2,4,3,0,10,0,1,0,0,1,0,0,0.235,0.305,0.388,0.693,7,11,L,M.Minor(42),STL
4157,110,Aug 7,False,KCR,"W,5-2",37,32,5,10,2,0,1,5,5,0,7,0,0,0,0,0,0,0,0.235,0.306,0.388,0.695,8,16,R,B.Keller(33),STL
4158,111,Aug 8,False,KCR,"L,5-6",43,33,5,9,1,0,1,5,6,0,9,3,0,1,0,2,0,0,0.236,0.307,0.389,0.696,11,15,L,K.Bubic(52),STL
4159,112,Aug 10,True,PIT,"W,4-1",37,34,4,9,0,1,2,4,3,0,9,0,0,0,0,1,0,0,0.236,0.307,0.39,0.697,6,14,L,S.Brault(55),STL
4160,113,Aug 11,True,PIT,"W,4-0",39,33,4,9,3,0,0,4,6,1,6,0,0,0,0,2,0,0,0.236,0.308,0.389,0.698,8,9,R,W.Crowe(53),STL
4161,114,Aug 12,True,PIT,"W,7-6",41,36,7,9,4,0,2,7,4,1,10,1,0,0,0,1,1,0,0.236,0.309,0.391,0.699,7,20,R,J.Brubaker(39),STL
4162,115,Aug 13,True,KCR,"W,6-0",40,35,6,10,2,0,3,6,3,0,9,0,0,2,0,0,1,0,0.237,0.309,0.393,0.701,7,10,L,M.Minor(54),STL
4163,116,Aug 14,True,KCR,"W,9-4",41,37,9,11,1,0,1,9,3,0,11,0,0,1,2,0,0,2,0.237,0.309,0.393,0.702,5,9,R,B.Keller(56),STL
4164,117,Aug 15,True,KCR,"W,7-2",41,38,7,12,3,0,2,7,2,0,9,1,0,0,0,1,1,0,0.238,0.31,0.394,0.704,7,9,L,K.Bubic(8),STL
4165,118,Aug 17,False,MIL,"L,0-2",34,31,0,4,0,0,0,0,3,0,7,0,0,0,0,0,1,0,0.237,0.309,0.392,0.701,7,15,R,C.Burnes(69),STL
4166,119,Aug 18,False,MIL,"L,4-6",44,38,4,8,3,0,0,4,4,0,11,2,0,0,0,0,0,0,0.237,0.309,0.391,0.7,10,15,R,F.Peralta(36),STL
4167,120,Aug 19,False,MIL,"W,8-4",39,34,8,10,4,0,2,8,5,0,8,0,0,0,0,0,0,0,0.237,0.309,0.393,0.702,7,17,R,B.Woodruff(30),STL
4168,121,Aug 20,False,PIT,"L,0-4",39,36,0,10,0,0,0,0,3,0,10,0,0,0,0,1,0,0,0.238,0.31,0.392,0.702,12,14,R,M.Keller(60),STL
4169,122,Aug 21,False,PIT,"L,4-5",40,37,4,10,2,0,0,4,2,0,7,0,0,1,1,0,1,0,0.238,0.31,0.391,0.701,9,14,L,D.Peters(59),STL
4170,123,Aug 22,False,PIT,"W,3-0",37,32,3,9,3,0,1,3,3,0,4,2,0,0,0,0,0,0,0.238,0.31,0.392,0.702,10,11,L,S.Brault(47),STL
4171,124,Aug 24,False,DET,"L,3-4",35,31,3,6,2,1,0,3,3,0,6,1,0,0,0,1,1,1,0.238,0.31,0.391,0.701,5,17,R,C.Mize(61),STL
4172,125,Aug 25,False,DET,"W,3-2",42,34,3,5,0,0,2,3,5,2,14,3,0,0,0,0,2,0,0.237,0.31,0.391,0.701,10,18,L,T.Skubal(62),STL
4173,126,Aug 26,True,PIT,"L,7-11",37,32,7,7,1,0,2,7,3,0,6,1,1,0,0,1,0,0,0.237,0.31,0.391,0.701,3,16,R,M.Keller(27),STL
4174,127,Aug 27,True,PIT,"W,4-3",37,33,4,9,3,2,1,4,1,0,6,2,0,1,0,2,0,0,0.237,0.31,0.393,0.703,6,14,L,D.Peters(47),STL
4175,128,Aug 28,True,PIT,"W,13-0",53,45,13,18,3,2,1,13,8,1,6,0,0,0,0,0,0,0,0.239,0.312,0.395,0.707,13,15,L,S.Brault(14),STL
4176,129,Aug 29,True,PIT,"L,3-4",35,30,3,6,1,1,1,3,4,0,11,1,0,0,0,1,0,1,0.239,0.312,0.395,0.707,5,16,R,W.Crowe(46),STL
4177,130,Aug 30,True,CIN,"W,3-1",36,34,3,8,2,0,1,3,2,0,11,0,0,0,0,1,0,0,0.239,0.312,0.395,0.707,6,13,R,L.Castillo(56),STL
4178,131,Sep 1 (1),True,CIN,"W,5-4",35,31,5,14,1,0,3,5,2,0,7,0,1,1,0,1,0,0,0.24,0.313,0.398,0.711,9,14,L,W.Miley(19),STL
4179,132,Sep 1 (2),True,CIN,"L,2-12",25,24,2,3,1,0,2,2,0,0,5,1,0,0,0,0,0,0,0.24,0.312,0.398,0.71,2,19,R,S.Gray(58),STL
4180,133,Sep 3,True,MIL,"W,15-4",46,39,15,12,1,0,6,15,5,0,8,2,0,0,0,0,1,0,0.24,0.313,0.401,0.714,4,15,R,F.Peralta(36),STL
4181,134,Sep 4,True,MIL,"L,0-4",29,29,0,3,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0.24,0.312,0.399,0.711,2,12,R,A.Houser(88),STL
4182,135,Sep 5,True,MIL,"L,5-6",46,38,5,12,2,0,1,5,7,0,13,0,0,1,0,0,2,0,0.24,0.313,0.4,0.713,14,16,R,C.Burnes(48),STL
4183,136,Sep 6,False,LAD,"L,1-5",33,33,1,6,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0.24,0.312,0.398,0.71,5,14,R,M.Scherzer(81),STL
4184,137,Sep 7,False,LAD,"L,2-7",37,34,2,8,3,0,0,2,2,0,5,0,0,1,0,0,1,0,0.24,0.312,0.398,0.709,8,15,R,C.Knebel(45),STL
4185,138,Sep 8,False,LAD,"W,5-4",34,31,5,7,0,0,2,5,2,0,7,1,0,0,1,0,2,1,0.24,0.312,0.398,0.709,5,10,R,M.White(47),STL
4186,139,Sep 9,False,LAD,"W,2-1",32,29,2,5,2,0,1,2,3,0,11,0,0,0,0,0,1,0,0.239,0.311,0.398,0.709,6,15,R,T.Gonsolin(50),STL
4187,140,Sep 10,False,CIN,"L,2-4",35,33,2,5,0,0,1,2,2,0,12,0,0,0,1,0,0,0,0.239,0.31,0.396,0.707,6,12,R,T.Mahle(60),STL
4188,141,Sep 11,False,CIN,"W,6-4",33,31,6,11,3,1,2,6,1,0,7,0,1,0,0,2,0,0,0.239,0.311,0.399,0.709,3,14,R,L.Castillo(49),STL
4189,142,Sep 12,False,CIN,"W,2-0",28,27,2,3,0,0,1,2,1,0,6,0,0,0,0,0,1,0,0.239,0.31,0.398,0.707,2,15,R,S.Gray(68),STL
4190,143,Sep 13,True,NYM,"W,7-0",46,41,7,15,4,0,1,7,4,1,10,0,1,0,1,0,2,0,0.24,0.311,0.399,0.71,12,14,L,R.Hill(45),STL
4191,144,Sep 14,True,NYM,"W,7-6",47,41,7,10,1,0,1,7,3,1,12,0,1,1,2,2,0,0,0.24,0.311,0.398,0.709,7,21,R,M.Stroman(63),STL
