,team_game_order,orig_game_date,played_at_opp,opp_team,team_game_result,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,team,team_w_or_l,team_runs,opp_runs,team_won,team_at_home,opp_at_home,home_team,away_team,game_date,game_date_compact,dh_game_num,teams_in_game,teams_and_game_loc,game_uid,game_desc
77,78,Jun 26,True,SDP,"W,10-1",44,40,10,16,3,0,2,10,3,0,4,0,1,0,0,1,0,1,0.233,0.306,0.374,0.68,7,18,R,D.Lamet(30),ARI,W,10,1,1.0,0.0,1.0,SDP,ARI,2021-06-26,20210626,,"ARI, SDP",ARI@SDP,20210626|ARI@SDP|1,ARI at SDP on 2021-06-26
78,79,Jun 27,True,SDP,"L,4-5",37,34,4,8,3,0,0,2,2,0,10,0,0,1,0,1,0,0,0.233,0.306,0.373,0.679,6,15,R,Y.Darvish(62),ARI,L,4,5,0.0,0.0,1.0,SDP,ARI,2021-06-27,20210627,,"ARI, SDP",ARI@SDP,20210627|ARI@SDP|1,ARI at SDP on 2021-06-27
79,80,Jun 28,True,STL,"L,1-7",38,34,1,7,2,1,1,1,3,1,6,1,0,0,0,0,0,0,0.233,0.305,0.374,0.679,10,14,L,W.LeBlanc(52),ARI,L,1,7,0.0,0.0,1.0,STL,ARI,2021-06-28,20210628,,"ARI, STL",ARI@STL,20210628|ARI@STL|1,ARI at STL on 2021-06-28
80,81,Jun 29,True,STL,"L,2-3",37,31,2,6,2,0,0,2,5,0,10,0,1,0,1,1,0,0,0.232,0.305,0.372,0.678,8,18,R,C.Martinez(64),ARI,L,2,3,0.0,0.0,1.0,STL,ARI,2021-06-29,20210629,,"ARI, STL",ARI@STL,20210629|ARI@STL|1,ARI at STL on 2021-06-29
81,82,Jun 30,True,STL,"L,4-7",41,33,4,6,1,0,0,3,7,0,6,1,0,0,0,0,0,0,0.232,0.306,0.37,0.676,10,18,L,K.Kim(59),ARI,L,4,7,0.0,0.0,1.0,STL,ARI,2021-06-30,20210630,,"ARI, STL",ARI@STL,20210630|ARI@STL|1,ARI at STL on 2021-06-30
82,83,Jul 1,False,SFG,"W,5-3",34,31,5,8,2,1,2,5,3,1,9,0,0,0,0,1,1,0,0.232,0.306,0.373,0.679,5,14,R,J.Cueto(36),ARI,W,5,3,1.0,1.0,0.0,ARI,SFG,2021-07-01,20210701,,"ARI, SFG",SFG@ARI,20210701|SFG@ARI|1,SFG at ARI on 2021-07-01
83,84,Jul 2,False,SFG,"L,4-11",37,33,4,7,0,0,2,4,3,0,12,1,0,0,0,1,0,0,0.232,0.306,0.373,0.679,6,15,L,A.Wood(56),ARI,L,4,11,0.0,1.0,0.0,ARI,SFG,2021-07-02,20210702,,"ARI, SFG",SFG@ARI,20210702|SFG@ARI|1,SFG at ARI on 2021-07-02
84,85,Jul 3,False,SFG,"L,5-6",41,38,5,10,2,0,1,5,2,0,13,0,0,0,0,0,1,0,0.232,0.306,0.373,0.679,9,18,L,S.Long(37),ARI,L,5,6,0.0,1.0,0.0,ARI,SFG,2021-07-03,20210703,,"ARI, SFG",SFG@ARI,20210703|SFG@ARI|1,SFG at ARI on 2021-07-03
85,86,Jul 4,False,SFG,"L,2-5",33,30,2,6,1,0,0,2,3,0,7,0,0,0,0,2,0,0,0.232,0.306,0.372,0.677,4,14,R,A.DeSclafani(69),ARI,L,2,5,0.0,1.0,0.0,ARI,SFG,2021-07-04,20210704,,"ARI, SFG",SFG@ARI,20210704|SFG@ARI|1,SFG at ARI on 2021-07-04
86,87,Jul 6,False,COL,"W,4-3",38,32,4,7,4,0,0,4,5,0,9,1,0,0,0,0,0,0,0.232,0.306,0.372,0.677,9,16,R,J.Gray(55),ARI,W,4,3,1.0,1.0,0.0,ARI,COL,2021-07-06,20210706,,"ARI, COL",COL@ARI,20210706|COL@ARI|1,COL at ARI on 2021-07-06
87,88,Jul 7,False,COL,"W,6-4",35,32,6,9,1,0,1,6,2,0,6,0,0,1,0,0,0,0,0.232,0.306,0.372,0.678,5,15,R,A.Senzatela(50),ARI,W,6,4,1.0,1.0,0.0,ARI,COL,2021-07-07,20210707,,"ARI, COL",COL@ARI,20210707|COL@ARI|1,COL at ARI on 2021-07-07
88,89,Jul 8,False,COL,"L,3-9",37,34,3,7,1,0,1,2,3,0,8,0,0,0,0,1,0,0,0.232,0.306,0.371,0.677,7,16,R,C.Gonzalez(47),ARI,L,3,9,0.0,1.0,0.0,ARI,COL,2021-07-08,20210708,,"ARI, COL",COL@ARI,20210708|COL@ARI|1,COL at ARI on 2021-07-08
89,90,Jul 9,True,LAD,"W,5-2",46,36,5,8,2,0,1,5,7,0,11,2,1,0,2,0,2,0,0.232,0.307,0.371,0.678,14,17,L,D.Price(53),ARI,W,5,2,1.0,0.0,1.0,LAD,ARI,2021-07-09,20210709,,"ARI, LAD",ARI@LAD,20210709|ARI@LAD|1,ARI at LAD on 2021-07-09
90,91,Jul 10,True,LAD,"L,1-22",33,31,1,4,1,0,1,1,2,0,11,0,0,0,0,0,0,0,0.231,0.305,0.37,0.676,5,17,R,W.Buehler(71),ARI,L,1,22,0.0,0.0,1.0,LAD,ARI,2021-07-10,20210710,,"ARI, LAD",ARI@LAD,20210710|ARI@LAD|1,ARI at LAD on 2021-07-10
91,92,Jul 11,True,LAD,"L,4-7",38,36,4,10,2,0,2,4,2,1,9,0,0,0,0,0,0,1,0.231,0.306,0.372,0.677,7,16,R,T.Gonsolin(55),ARI,L,4,7,0.0,0.0,1.0,LAD,ARI,2021-07-11,20210711,,"ARI, LAD",ARI@LAD,20210711|ARI@LAD|1,ARI at LAD on 2021-07-11
92,93,Jul 16,False,CHC,"L,1-5",36,31,1,7,3,0,0,1,3,0,10,1,1,0,0,1,0,0,0.231,0.306,0.371,0.677,8,17,R,K.Hendricks(57),ARI,L,1,5,0.0,1.0,0.0,ARI,CHC,2021-07-16,20210716,,"ARI, CHC",CHC@ARI,20210716|CHC@ARI|1,CHC at ARI on 2021-07-16
93,94,Jul 17,False,CHC,"L,2-4",35,31,2,5,0,0,0,2,4,0,9,0,0,0,0,1,1,0,0.23,0.305,0.369,0.674,6,15,R,A.Alzolay(49),ARI,L,2,4,0.0,1.0,0.0,ARI,CHC,2021-07-17,20210717,,"ARI, CHC",CHC@ARI,20210717|CHC@ARI|1,CHC at ARI on 2021-07-17
94,95,Jul 18,False,CHC,"W,6-4",41,28,6,8,3,0,1,5,11,2,4,1,1,0,0,2,2,0,0.231,0.307,0.37,0.678,11,10,R,Z.Davies(43),ARI,W,6,4,1.0,1.0,0.0,ARI,CHC,2021-07-18,20210718,,"ARI, CHC",CHC@ARI,20210718|CHC@ARI|1,CHC at ARI on 2021-07-18
95,96,Jul 19,False,PIT,"W,4-2",36,33,4,10,2,2,3,4,2,0,7,1,0,0,0,1,1,0,0.232,0.308,0.374,0.682,8,15,R,C.De Jong(41),ARI,W,4,2,1.0,1.0,0.0,ARI,PIT,2021-07-19,20210719,,"ARI, PIT",PIT@ARI,20210719|PIT@ARI|1,PIT at ARI on 2021-07-19
96,97,Jul 20,False,PIT,"W,11-6",41,36,11,13,3,1,0,11,5,0,10,0,0,0,0,1,0,0,0.233,0.309,0.376,0.685,6,15,L,T.Anderson(51),ARI,W,11,6,1.0,1.0,0.0,ARI,PIT,2021-07-20,20210720,,"ARI, PIT",PIT@ARI,20210720|PIT@ARI|1,PIT at ARI on 2021-07-20
97,98,Jul 21,False,PIT,"W,6-4",39,34,6,12,5,0,2,6,4,0,10,1,0,0,0,1,2,1,0.234,0.311,0.379,0.689,9,17,R,M.Kranick(31),ARI,W,6,4,1.0,1.0,0.0,ARI,PIT,2021-07-21,20210721,,"ARI, PIT",PIT@ARI,20210721|PIT@ARI|1,PIT at ARI on 2021-07-21
98,99,Jul 23,True,CHC,"L,3-8",39,36,3,9,2,0,1,3,3,0,12,0,0,0,0,0,0,0,0.235,0.311,0.379,0.689,9,13,R,Z.Davies(52),ARI,L,3,8,0.0,0.0,1.0,CHC,ARI,2021-07-23,20210723,,"ARI, CHC",ARI@CHC,20210723|ARI@CHC|1,ARI at CHC on 2021-07-23
99,100,Jul 24,True,CHC,"W,7-3",40,35,7,9,4,0,2,7,5,0,4,0,0,0,0,1,0,0,0.235,0.311,0.38,0.691,6,17,R,A.Mills(52),ARI,W,7,3,1.0,0.0,1.0,CHC,ARI,2021-07-24,20210724,,"ARI, CHC",ARI@CHC,20210724|ARI@CHC|1,ARI at CHC on 2021-07-24
100,101,Jul 25,True,CHC,"L,1-5",38,34,1,7,2,0,0,1,4,0,8,0,0,0,0,0,0,0,0.234,0.311,0.379,0.69,10,15,R,T.Williams(69),ARI,L,1,5,0.0,0.0,1.0,CHC,ARI,2021-07-25,20210725,,"ARI, CHC",ARI@CHC,20210725|ARI@CHC|1,ARI at CHC on 2021-07-25
101,102,Jul 27,True,TEX,"L,4-5",35,30,4,8,2,0,0,4,4,0,7,0,0,1,0,1,0,0,0.235,0.311,0.379,0.69,4,9,R,D.Dunning(54),ARI,L,4,5,0.0,0.0,1.0,TEX,ARI,2021-07-27,20210727,,"ARI, TEX",ARI@TEX,20210727|ARI@TEX|1,ARI at TEX on 2021-07-27
102,103,Jul 28,True,TEX,"W,3-2",32,29,3,3,1,0,2,3,2,0,9,0,0,1,0,0,1,0,0.234,0.31,0.379,0.688,2,9,R,J.Lyles(69),ARI,W,3,2,1.0,0.0,1.0,TEX,ARI,2021-07-28,20210728,,"ARI, TEX",ARI@TEX,20210728|ARI@TEX|1,ARI at TEX on 2021-07-28
103,104,Jul 30,False,LAD,"W,6-5",47,37,6,10,5,0,0,6,9,0,8,0,0,1,0,0,1,0,0.234,0.311,0.379,0.69,13,17,R,T.Gonsolin(41),ARI,W,6,5,1.0,1.0,0.0,ARI,LAD,2021-07-30,20210730,,"ARI, LAD",LAD@ARI,20210730|LAD@ARI|1,LAD at ARI on 2021-07-30
104,105,Jul 31,False,LAD,"L,3-8",32,29,3,5,1,0,2,3,2,0,10,0,1,0,0,2,0,0,0.234,0.31,0.379,0.689,2,14,R,M.White(53),ARI,L,3,8,0.0,1.0,0.0,ARI,LAD,2021-07-31,20210731,,"ARI, LAD",LAD@ARI,20210731|LAD@ARI|1,LAD at ARI on 2021-07-31
105,106,Aug 1,False,LAD,"L,0-13",31,30,0,4,0,0,0,0,1,0,12,0,0,0,0,1,0,0,0.233,0.309,0.377,0.686,4,15,L,J.Urias(66),ARI,L,0,13,0.0,1.0,0.0,ARI,LAD,2021-08-01,20210801,,"ARI, LAD",LAD@ARI,20210801|LAD@ARI|1,LAD at ARI on 2021-08-01
106,107,Aug 2,False,SFG,"L,8-11",44,42,8,12,1,0,2,7,2,0,7,0,0,0,0,0,1,0,0.233,0.309,0.378,0.687,6,17,R,A.DeSclafani(35),ARI,L,8,11,0.0,1.0,0.0,ARI,SFG,2021-08-02,20210802,,"ARI, SFG",SFG@ARI,20210802|SFG@ARI|1,SFG at ARI on 2021-08-02
107,108,Aug 3,False,SFG,"W,3-1",39,30,3,7,4,0,0,3,8,0,8,0,1,0,0,0,0,0,0.233,0.31,0.378,0.688,12,12,R,J.Cueto(48),ARI,W,3,1,1.0,1.0,0.0,ARI,SFG,2021-08-03,20210803,,"ARI, SFG",SFG@ARI,20210803|SFG@ARI|1,SFG at ARI on 2021-08-03
108,109,Aug 4,False,SFG,"L,1-7",34,32,1,6,1,0,0,1,1,0,12,0,1,0,0,0,0,0,0.233,0.309,0.376,0.686,6,15,R,K.Gausman(66),ARI,L,1,7,0.0,1.0,0.0,ARI,SFG,2021-08-04,20210804,,"ARI, SFG",SFG@ARI,20210804|SFG@ARI|1,SFG at ARI on 2021-08-04
109,110,Aug 5,False,SFG,"L,4-5",42,36,4,7,1,0,0,4,5,0,11,1,0,0,0,1,0,0,0.233,0.309,0.375,0.684,8,15,L,A.Wood(34),ARI,L,4,5,0.0,1.0,0.0,ARI,SFG,2021-08-05,20210805,,"ARI, SFG",SFG@ARI,20210805|SFG@ARI|1,SFG at ARI on 2021-08-05
110,111,Aug 6,True,SDP,"W,8-5",39,37,8,12,2,0,0,8,2,0,6,0,0,0,0,2,1,0,0.233,0.31,0.375,0.685,4,13,L,R.Weathers(21),ARI,W,8,5,1.0,0.0,1.0,SDP,ARI,2021-08-06,20210806,,"ARI, SDP",ARI@SDP,20210806|ARI@SDP|1,ARI at SDP on 2021-08-06
111,112,Aug 7,True,SDP,"L,2-6",31,30,2,5,0,0,1,2,1,0,12,0,0,0,0,1,0,1,0.233,0.309,0.374,0.683,2,15,R,Y.Darvish(73),ARI,L,2,6,0.0,0.0,1.0,SDP,ARI,2021-08-07,20210807,,"ARI, SDP",ARI@SDP,20210807|ARI@SDP|1,ARI at SDP on 2021-08-07
112,113,Aug 8,True,SDP,"L,0-2",33,30,0,3,2,0,0,0,3,0,17,0,0,0,0,0,0,0,0.232,0.308,0.373,0.68,6,12,L,B.Snell(83),ARI,L,0,2,0.0,0.0,1.0,SDP,ARI,2021-08-08,20210808,,"ARI, SDP",ARI@SDP,20210808|ARI@SDP|1,ARI at SDP on 2021-08-08
113,114,Aug 10,True,SFG,"L,7-8",38,35,7,10,4,1,1,7,2,0,9,0,0,1,0,0,0,0,0.232,0.308,0.374,0.682,4,16,L,A.Wood(45),ARI,L,7,8,0.0,0.0,1.0,SFG,ARI,2021-08-10,20210810,,"ARI, SFG",ARI@SFG,20210810|ARI@SFG|1,ARI at SFG on 2021-08-10
114,115,Aug 11,True,SFG,"L,2-7",38,33,2,6,2,0,0,2,5,1,8,0,0,0,1,1,0,0,0.232,0.308,0.373,0.681,9,16,R,K.Gausman(54),ARI,L,2,7,0.0,0.0,1.0,SFG,ARI,2021-08-11,20210811,,"ARI, SFG",ARI@SFG,20210811|ARI@SFG|1,ARI at SFG on 2021-08-11
115,116,Aug 12,False,SDP,"W,12-3",46,38,12,15,3,0,1,12,7,1,10,1,0,0,0,1,0,0,0.233,0.31,0.375,0.684,10,15,R,Y.Darvish(29),ARI,W,12,3,1.0,1.0,0.0,ARI,SDP,2021-08-12,20210812,,"ARI, SDP",SDP@ARI,20210812|SDP@ARI|1,SDP at ARI on 2021-08-12
116,117,Aug 13,False,SDP,"W,3-2",35,31,3,8,2,0,2,3,4,1,11,0,0,0,0,1,1,0,0.234,0.31,0.376,0.686,8,11,L,B.Snell(51),ARI,W,3,2,1.0,1.0,0.0,ARI,SDP,2021-08-13,20210813,,"ARI, SDP",SDP@ARI,20210813|SDP@ARI|1,SDP at ARI on 2021-08-13
117,118,Aug 14,False,SDP,"W,7-0",39,35,7,15,5,1,1,7,2,0,6,0,2,0,0,2,0,0,0.235,0.311,0.379,0.69,8,10,R,J.Musgrove(25),ARI,W,7,0,1.0,1.0,0.0,ARI,SDP,2021-08-14,20210814,,"ARI, SDP",SDP@ARI,20210814|SDP@ARI|1,SDP at ARI on 2021-08-14
118,119,Aug 15,False,SDP,"L,2-8",36,35,2,8,1,1,1,2,1,0,8,0,0,0,0,0,0,0,0.235,0.311,0.379,0.69,7,16,R,C.Stammen(53),ARI,L,2,8,0.0,1.0,0.0,ARI,SDP,2021-08-15,20210815,,"ARI, SDP",SDP@ARI,20210815|SDP@ARI|1,SDP at ARI on 2021-08-15
119,120,Aug 17,False,PHI,"W,3-2",32,30,3,7,3,0,1,3,2,1,9,0,0,0,0,1,0,0,0.235,0.311,0.379,0.69,5,15,R,K.Gibson(49),ARI,W,3,2,1.0,1.0,0.0,ARI,PHI,2021-08-17,20210817,,"ARI, PHI",PHI@ARI,20210817|PHI@ARI|1,PHI at ARI on 2021-08-17
120,121,Aug 18,False,PHI,"W,4-2",38,33,4,11,2,0,0,3,4,1,4,1,0,0,0,1,0,0,0.236,0.312,0.379,0.691,10,13,L,R.Suarez(34),ARI,W,4,2,1.0,1.0,0.0,ARI,PHI,2021-08-18,20210818,,"ARI, PHI",PHI@ARI,20210818|PHI@ARI|1,PHI at ARI on 2021-08-18
121,122,Aug 19,False,PHI,"W,6-2",33,31,6,8,4,0,0,6,1,0,10,0,1,0,0,1,0,0,0.236,0.311,0.38,0.691,3,10,R,Z.Wheeler(42),ARI,W,6,2,1.0,1.0,0.0,ARI,PHI,2021-08-19,20210819,,"ARI, PHI",PHI@ARI,20210819|PHI@ARI|1,PHI at ARI on 2021-08-19
122,123,Aug 20,True,COL,"L,4-9",44,37,4,11,2,1,1,4,6,0,7,1,0,0,0,0,0,0,0.237,0.312,0.381,0.693,13,16,L,A.Gomber(43),ARI,L,4,9,0.0,0.0,1.0,COL,ARI,2021-08-20,20210820,,"ARI, COL",ARI@COL,20210820|ARI@COL|1,ARI at COL on 2021-08-20
123,124,Aug 21,True,COL,"L,2-5",37,34,2,8,1,0,1,2,2,1,12,0,1,0,0,0,0,0,0.237,0.312,0.38,0.692,8,14,L,K.Freeland(66),ARI,L,2,5,0.0,0.0,1.0,COL,ARI,2021-08-21,20210821,,"ARI, COL",ARI@COL,20210821|ARI@COL|1,ARI at COL on 2021-08-21
124,125,Aug 22,True,COL,"W,8-4",45,38,8,11,4,1,2,8,7,1,13,0,0,0,0,0,0,0,0.237,0.313,0.382,0.695,10,14,R,J.Gray(41),ARI,W,8,4,1.0,0.0,1.0,COL,ARI,2021-08-22,20210822,,"ARI, COL",ARI@COL,20210822|ARI@COL|1,ARI at COL on 2021-08-22
125,126,Aug 23,True,PIT,"L,5-6",39,34,5,8,2,0,1,5,3,0,11,1,1,0,0,0,0,0,0.237,0.313,0.382,0.695,7,16,R,W.Crowe(32),ARI,L,5,6,0.0,0.0,1.0,PIT,ARI,2021-08-23,20210823,,"ARI, PIT",ARI@PIT,20210823|ARI@PIT|1,ARI at PIT on 2021-08-23
126,127,Aug 24,True,PIT,"L,2-4",37,34,2,7,3,0,1,2,3,1,8,0,0,0,0,0,0,0,0.237,0.312,0.382,0.695,8,13,R,J.Brubaker(62),ARI,L,2,4,0.0,0.0,1.0,PIT,ARI,2021-08-24,20210824,,"ARI, PIT",ARI@PIT,20210824|ARI@PIT|1,ARI at PIT on 2021-08-24
127,128,Aug 25,True,PIT,"W,5-2",38,34,5,7,1,0,2,4,4,0,10,0,0,0,0,0,0,0,0.237,0.312,0.383,0.695,6,17,R,B.Wilson(68),ARI,W,5,2,1.0,0.0,1.0,PIT,ARI,2021-08-25,20210825,,"ARI, PIT",ARI@PIT,20210825|ARI@PIT|1,ARI at PIT on 2021-08-25
128,129,Aug 26,True,PHI,"W,8-7",45,39,8,15,1,0,2,8,3,0,6,1,2,0,0,1,0,0,0.238,0.313,0.384,0.698,10,17,L,M.Moore(32),ARI,W,8,7,1.0,0.0,1.0,PHI,ARI,2021-08-26,20210826,,"ARI, PHI",ARI@PHI,20210826|ARI@PHI|1,ARI at PHI on 2021-08-26
129,130,Aug 27,True,PHI,"L,6-7",42,38,6,6,0,1,2,6,2,1,13,0,1,1,1,0,0,0,0.237,0.312,0.384,0.696,3,18,R,A.Nola(61),ARI,L,6,7,0.0,0.0,1.0,PHI,ARI,2021-08-27,20210827,,"ARI, PHI",ARI@PHI,20210827|ARI@PHI|1,ARI at PHI on 2021-08-27
130,131,Aug 28,True,PHI,"L,0-7",31,31,0,4,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0.237,0.311,0.382,0.694,4,14,R,K.Gibson(69),ARI,L,0,7,0.0,0.0,1.0,PHI,ARI,2021-08-28,20210828,,"ARI, PHI",ARI@PHI,20210828|ARI@PHI|1,ARI at PHI on 2021-08-28
131,132,Aug 29,True,PHI,"L,4-7",41,37,4,10,3,0,0,4,4,0,9,0,0,0,0,0,0,0,0.237,0.312,0.382,0.694,10,15,L,R.Suarez(57),ARI,L,4,7,0.0,0.0,1.0,PHI,ARI,2021-08-29,20210829,,"ARI, PHI",ARI@PHI,20210829|ARI@PHI|1,ARI at PHI on 2021-08-29
132,133,Aug 30,False,SDP,"L,5-7",37,34,5,7,2,0,1,4,3,0,10,0,0,0,0,0,0,0,0.237,0.311,0.382,0.693,5,17,R,C.Paddack(59),ARI,L,5,7,0.0,1.0,0.0,ARI,SDP,2021-08-30,20210830,,"ARI, SDP",SDP@ARI,20210830|SDP@ARI|1,SDP at ARI on 2021-08-30
133,134,Aug 31,False,SDP,"L,0-3",32,30,0,3,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0.236,0.31,0.38,0.69,5,15,L,B.Snell(85),ARI,L,0,3,0.0,1.0,0.0,ARI,SDP,2021-08-31,20210831,,"ARI, SDP",SDP@ARI,20210831|SDP@ARI|1,SDP at ARI on 2021-08-31
134,135,Sep 1,False,SDP,"W,8-3",44,36,8,13,2,0,1,6,5,0,8,3,0,0,1,2,2,0,0.237,0.312,0.381,0.693,12,13,R,Y.Darvish(22),ARI,W,8,3,1.0,1.0,0.0,ARI,SDP,2021-09-01,20210901,,"ARI, SDP",SDP@ARI,20210901|SDP@ARI|1,SDP at ARI on 2021-09-01
135,136,Sep 3,False,SEA,"L,5-6",40,36,5,7,2,1,0,5,3,0,8,1,0,0,0,1,0,0,0.236,0.311,0.38,0.692,5,17,L,T.Anderson(56),ARI,L,5,6,0.0,1.0,0.0,ARI,SEA,2021-09-03,20210903,,"ARI, SEA",SEA@ARI,20210903|SEA@ARI|1,SEA at ARI on 2021-09-03
136,137,Sep 4,False,SEA,"L,5-8",39,35,5,10,6,0,2,5,2,0,3,2,0,0,0,1,0,0,0.237,0.312,0.382,0.694,7,17,L,M.Gonzales(32),ARI,L,5,8,0.0,1.0,0.0,ARI,SEA,2021-09-04,20210904,,"ARI, SEA",SEA@ARI,20210904|SEA@ARI|1,SEA at ARI on 2021-09-04
137,138,Sep 5,False,SEA,"L,4-10",40,37,4,6,2,0,1,4,2,0,11,0,1,0,1,2,0,0,0.236,0.311,0.382,0.693,3,17,R,C.Flexen(54),ARI,L,4,10,0.0,1.0,0.0,ARI,SEA,2021-09-05,20210905,,"ARI, SEA",SEA@ARI,20210905|SEA@ARI|1,SEA at ARI on 2021-09-05
138,139,Sep 7,False,TEX,"L,1-3",32,28,1,3,0,1,0,1,2,0,4,0,1,1,0,0,1,0,0.235,0.31,0.38,0.691,4,12,R,S.Howard(57),ARI,L,1,3,0.0,1.0,0.0,ARI,TEX,2021-09-07,20210907,,"ARI, TEX",TEX@ARI,20210907|TEX@ARI|1,TEX at ARI on 2021-09-07
139,140,Sep 8,False,TEX,"L,5-8",39,36,5,9,2,0,2,5,3,0,5,0,0,0,0,0,0,0,0.236,0.31,0.381,0.691,7,19,R,K.Arihara(50),ARI,L,5,8,0.0,1.0,0.0,ARI,TEX,2021-09-08,20210908,,"ARI, TEX",TEX@ARI,20210908|TEX@ARI|1,TEX at ARI on 2021-09-08
140,141,Sep 10,True,SEA,"L,4-5",35,32,4,6,1,0,2,4,2,0,9,0,0,1,0,0,0,0,0.235,0.31,0.381,0.691,4,11,L,M.Gonzales(54),ARI,L,4,5,0.0,0.0,1.0,SEA,ARI,2021-09-10,20210910,,"ARI, SEA",ARI@SEA,20210910|ARI@SEA|1,ARI at SEA on 2021-09-10
141,142,Sep 11,True,SEA,"W,7-3",38,34,7,9,2,0,1,7,4,0,11,0,0,0,0,1,0,0,0.235,0.31,0.382,0.691,4,9,R,C.Flexen(37),ARI,W,7,3,1.0,0.0,1.0,SEA,ARI,2021-09-11,20210911,,"ARI, SEA",ARI@SEA,20210911|ARI@SEA|1,ARI at SEA on 2021-09-11
142,143,Sep 12,True,SEA,"W,5-4",37,36,5,11,3,0,1,5,1,0,11,0,0,0,0,2,0,0,0.236,0.31,0.382,0.692,5,10,L,Y.Kikuchi(58),ARI,W,5,4,1.0,0.0,1.0,SEA,ARI,2021-09-12,20210912,,"ARI, SEA",ARI@SEA,20210912|ARI@SEA|1,ARI at SEA on 2021-09-12
143,144,Sep 13,True,LAD,"L,1-5",36,32,1,6,2,0,0,1,3,0,9,0,1,0,0,0,0,0,0.236,0.31,0.381,0.691,8,14,L,C.Kershaw(55),ARI,L,1,5,0.0,0.0,1.0,LAD,ARI,2021-09-13,20210913,,"ARI, LAD",ARI@LAD,20210913|ARI@LAD|1,ARI at LAD on 2021-09-13
144,145,Sep 14,True,LAD,"L,4-8",36,33,4,8,1,0,1,4,2,0,10,0,1,0,0,1,0,0,0.236,0.309,0.381,0.691,5,17,R,T.Gonsolin(67),ARI,L,4,8,0.0,0.0,1.0,LAD,ARI,2021-09-14,20210914,,"ARI, LAD",ARI@LAD,20210914|ARI@LAD|1,ARI at LAD on 2021-09-14
145,146,Sep 15,True,LAD,"L,3-5",35,30,3,4,0,0,1,3,4,0,11,1,0,0,0,1,1,0,0.235,0.309,0.38,0.689,5,16,L,J.Urias(56),ARI,L,3,5,0.0,0.0,1.0,LAD,ARI,2021-09-15,20210915,,"ARI, LAD",ARI@LAD,20210915|ARI@LAD|1,ARI at LAD on 2021-09-15
146,147,Sep 17,True,HOU,"L,3-4",41,38,3,10,1,0,1,3,3,0,13,0,0,0,0,1,1,0,0.235,0.309,0.38,0.689,8,9,R,B.Bielak(56),ARI,L,3,4,0.0,0.0,1.0,HOU,ARI,2021-09-17,20210917,,"ARI, HOU",ARI@HOU,20210917|ARI@HOU|1,ARI at HOU on 2021-09-17
147,148,Sep 18,True,HOU,"W,6-4",43,40,6,10,6,0,1,5,3,0,12,0,0,0,1,0,0,0,0.235,0.309,0.381,0.69,7,9,R,L.McCullers(54),ARI,W,6,4,1.0,0.0,1.0,HOU,ARI,2021-09-18,20210918,,"ARI, HOU",ARI@HOU,20210918|ARI@HOU|1,ARI at HOU on 2021-09-18
148,149,Sep 19,True,HOU,"L,6-7",36,31,6,6,0,0,1,6,4,0,9,0,0,1,0,1,0,0,0.235,0.309,0.38,0.689,3,9,R,Z.Greinke(34),ARI,L,6,7,0.0,0.0,1.0,HOU,ARI,2021-09-19,20210919,,"ARI, HOU",ARI@HOU,20210919|ARI@HOU|1,ARI at HOU on 2021-09-19
149,150,Sep 20,False,ATL,"L,4-11",37,33,4,8,4,1,1,2,4,1,6,0,0,0,0,1,0,0,0.235,0.309,0.381,0.69,6,14,R,H.Ynoa(40),ARI,L,4,11,0.0,1.0,0.0,ARI,ATL,2021-09-20,20210920,,"ARI, ATL",ATL@ARI,20210920|ATL@ARI|1,ATL at ARI on 2021-09-20
150,151,Sep 21,False,ATL,"L,1-6",38,32,1,7,1,0,0,1,4,0,6,1,1,0,0,0,1,1,0.235,0.309,0.38,0.69,10,15,R,J.Chavez(52),ARI,L,1,6,0.0,1.0,0.0,ARI,ATL,2021-09-21,20210921,,"ARI, ATL",ATL@ARI,20210921|ATL@ARI|1,ATL at ARI on 2021-09-21
151,152,Sep 22,False,ATL,"L,2-9",33,32,2,6,1,0,1,2,1,0,10,0,0,0,0,1,0,0,0.235,0.309,0.38,0.689,4,13,R,I.Anderson(76),ARI,L,2,9,0.0,1.0,0.0,ARI,ATL,2021-09-22,20210922,,"ARI, ATL",ATL@ARI,20210922|ATL@ARI|1,ATL at ARI on 2021-09-22
152,153,Sep 23,False,ATL,"W,6-4",36,31,6,10,5,0,1,6,3,1,10,0,1,1,0,1,0,0,0.235,0.309,0.381,0.69,6,16,R,C.Morton(56),ARI,W,6,4,1.0,1.0,0.0,ARI,ATL,2021-09-23,20210923,,"ARI, ATL",ATL@ARI,20210923|ATL@ARI|1,ATL at ARI on 2021-09-23
153,154,Sep 24,False,LAD,"L,2-4",34,31,2,4,1,0,1,2,3,0,13,0,0,0,0,0,1,0,0.235,0.308,0.381,0.689,5,16,R,T.Gonsolin(60),ARI,L,2,4,0.0,1.0,0.0,ARI,LAD,2021-09-24,20210924,,"ARI, LAD",LAD@ARI,20210924|LAD@ARI|1,LAD at ARI on 2021-09-24
